A,B,C,D,Result
64,28,28,72,0.888888889
64,28,28,84,0.761904762
64,28,28,86,0.744186047
64,28,28,96,0.666666667
64,28,28,100,0.64
64,28,32,24,3.047619048
64,28,32,28,2.612244898
64,28,32,32,2.285714286
64,28,32,40,1.828571429
64,28,32,44,1.662337662
64,28,32,48,1.523809524
64,28,32,56,1.306122449
64,28,32,64,1.142857143
64,28,32,72,1.015873016
64,28,32,84,0.870748299
64,28,32,86,0.850498339
64,28,32,96,0.761904762
64,28,32,100,0.731428571
64,28,40,24,3.80952381
64,28,40,28,3.265306122
64,28,40,32,2.857142857
64,28,40,40,2.285714286
64,28,40,44,2.077922078
64,28,40,48,1.904761905
64,28,40,56,1.632653061
64,28,40,64,1.428571429
64,28,40,72,1.26984127
64,28,40,84,1.088435374
64,28,40,86,1.063122924
64,28,40,96,0.952380952
64,28,40,100,0.914285714
64,28,44,24,4.19047619
64,28,44,28,3.591836735
64,28,44,32,3.142857143
64,28,44,40,2.514285714
64,28,44,44,2.285714286
64,28,44,48,2.095238095
64,28,44,56,1.795918367
64,28,44,64,1.571428571
64,28,44,72,1.396825397
64,28,44,84,1.197278912
64,28,44,86,1.169435216
64,28,44,96,1.047619048
64,28,44,100,1.005714286
64,28,48,24,4.571428571
64,28,48,28,3.918367347
64,28,48,32,3.428571429
64,28,48,40,2.742857143
64,28,48,44,2.493506494
64,28,48,48,2.285714286
64,28,48,56,1.959183673
64,28,48,64,1.714285714
64,28,48,72,1.523809524
64,28,48,84,1.306122449
64,28,48,86,1.275747508
64,28,48,96,1.142857143
64,28,48,100,1.097142857
64,28,56,24,5.333333333
64,28,56,28,4.571428571
64,28,56,32,4
64,28,56,40,3.2
64,28,56,44,2.909090909
64,28,56,48,2.666666667
64,28,56,56,2.285714286
64,28,56,64,2
64,28,56,72,1.777777778
64,28,56,84,1.523809524
64,28,56,86,1.488372093
64,28,56,96,1.333333333
64,28,56,100,1.28
64,28,64,24,6.095238095
64,28,64,28,5.224489796
64,28,64,32,4.571428571
64,28,64,40,3.657142857
64,28,64,44,3.324675325
64,28,64,48,3.047619048
64,28,64,56,2.612244898
64,28,64,64,2.285714286
64,28,64,72,2.031746032
64,28,64,84,1.741496599
64,28,64,86,1.700996678
64,28,64,96,1.523809524
64,28,64,100,1.462857143
64,28,72,24,6.857142857
64,28,72,28,5.87755102
64,28,72,32,5.142857143
64,28,72,40,4.114285714
64,28,72,44,3.74025974
64,28,72,48,3.428571429
64,28,72,56,2.93877551
64,28,72,64,2.571428571
64,28,72,72,2.285714286
64,28,72,84,1.959183673
64,28,72,86,1.913621262
64,28,72,96,1.714285714
64,28,72,100,1.645714286
64,28,84,24,8
64,28,84,28,6.857142857
64,28,84,32,6
64,28,84,40,4.8
64,28,84,44,4.363636364
64,28,84,48,4
64,28,84,56,3.428571429
64,28,84,64,3
64,28,84,72,2.666666667
64,28,84,84,2.285714286
64,28,84,86,2.23255814
64,28,84,96,2
64,28,84,100,1.92
64,28,86,24,8.19047619
64,28,86,28,7.020408163
64,28,86,32,6.142857143
64,28,86,40,4.914285714
64,28,86,44,4.467532468
64,28,86,48,4.095238095
64,28,86,56,3.510204082
64,28,86,64,3.071428571
64,28,86,72,2.73015873
64,28,86,84,2.340136054
64,28,86,86,2.285714286
64,28,86,96,2.047619048
64,28,86,100,1.965714286
64,28,96,24,9.142857143
64,28,96,28,7.836734694
64,28,96,32,6.857142857
64,28,96,40,5.485714286
64,28,96,44,4.987012987
64,28,96,48,4.571428571
64,28,96,56,3.918367347
64,28,96,64,3.428571429
64,28,96,72,3.047619048
64,28,96,84,2.612244898
64,28,96,86,2.551495017
64,28,96,96,2.285714286
64,28,96,100,2.194285714
64,28,100,24,9.523809524
64,28,100,28,8.163265306
64,28,100,32,7.142857143
64,28,100,40,5.714285714
64,28,100,44,5.194805195
64,28,100,48,4.761904762
64,28,100,56,4.081632653
64,28,100,64,3.571428571
64,28,100,72,3.174603175
64,28,100,84,2.721088435
64,28,100,86,2.657807309
64,28,100,96,2.380952381
64,28,100,100,2.285714286
64,32,24,24,2
64,32,24,28,1.714285714
64,32,24,32,1.5
64,32,24,40,1.2
64,32,24,44,1.090909091
64,32,24,48,1
64,32,24,56,0.857142857
64,32,24,64,0.75
64,32,24,72,0.666666667
64,32,24,84,0.571428571
64,32,24,86,0.558139535
64,32,24,96,0.5
64,32,24,100,0.48
64,32,28,24,2.333333333
64,32,28,28,2
64,32,28,32,1.75
64,32,28,40,1.4
64,32,28,44,1.272727273
64,32,28,48,1.166666667
64,32,28,56,1
64,32,28,64,0.875
64,32,28,72,0.777777778
64,32,28,84,0.666666667
64,32,28,86,0.651162791
64,32,28,96,0.583333333
64,32,28,100,0.56
64,32,32,24,2.666666667
64,32,32,28,2.285714286
64,32,32,32,2
64,32,32,40,1.6
64,32,32,44,1.454545455
64,32,32,48,1.333333333
64,32,32,56,1.142857143
64,32,32,64,1
64,32,32,72,0.888888889
64,32,32,84,0.761904762
64,32,32,86,0.744186047
64,32,32,96,0.666666667
64,32,32,100,0.64
64,32,40,24,3.333333333
64,32,40,28,2.857142857
64,32,40,32,2.5
64,32,40,40,2
64,32,40,44,1.818181818
64,32,40,48,1.666666667
64,32,40,56,1.428571429
64,32,40,64,1.25
64,32,40,72,1.111111111
64,32,40,84,0.952380952
64,32,40,86,0.930232558
64,32,40,96,0.833333333
64,32,40,100,0.8
64,32,44,24,3.666666667
64,32,44,28,3.142857143
64,32,44,32,2.75
64,32,44,40,2.2
64,32,44,44,2
64,32,44,48,1.833333333
64,32,44,56,1.571428571
64,32,44,64,1.375
64,32,44,72,1.222222222
64,32,44,84,1.047619048
64,32,44,86,1.023255814
64,32,44,96,0.916666667
64,32,44,100,0.88
64,32,48,24,4
64,32,48,28,3.428571429
64,32,48,32,3
64,32,48,40,2.4
64,32,48,44,2.181818182
64,32,48,48,2
64,32,48,56,1.714285714
64,32,48,64,1.5
64,32,48,72,1.333333333
64,32,48,84,1.142857143
64,32,48,86,1.11627907
64,32,48,96,1
64,32,48,100,0.96
64,32,56,24,4.666666667
64,32,56,28,4
64,32,56,32,3.5
64,32,56,40,2.8
64,32,56,44,2.545454545
64,32,56,48,2.333333333
64,32,56,56,2
64,32,56,64,1.75
64,32,56,72,1.555555556
64,32,56,84,1.333333333
64,32,56,86,1.302325581
64,32,56,96,1.166666667
64,32,56,100,1.12
64,32,64,24,5.333333333
64,32,64,28,4.571428571
64,32,64,32,4
64,32,64,40,3.2
64,32,64,44,2.909090909
64,32,64,48,2.666666667
64,32,64,56,2.285714286
64,32,64,64,2
64,32,64,72,1.777777778
64,32,64,84,1.523809524
64,32,64,86,1.488372093
64,32,64,96,1.333333333
64,32,64,100,1.28
64,32,72,24,6
64,32,72,28,5.142857143
64,32,72,32,4.5
64,32,72,40,3.6
64,32,72,44,3.272727273
64,32,72,48,3
64,32,72,56,2.571428571
64,32,72,64,2.25
64,32,72,72,2
64,32,72,84,1.714285714
64,32,72,86,1.674418605
64,32,72,96,1.5
64,32,72,100,1.44
64,32,84,24,7
64,32,84,28,6
64,32,84,32,5.25
64,32,84,40,4.2
64,32,84,44,3.818181818
64,32,84,48,3.5
64,32,84,56,3
64,32,84,64,2.625
64,32,84,72,2.333333333
64,32,84,84,2
64,32,84,86,1.953488372
64,32,84,96,1.75
64,32,84,100,1.68
64,32,86,24,7.166666667
64,32,86,28,6.142857143
64,32,86,32,5.375
64,32,86,40,4.3
64,32,86,44,3.909090909
64,32,86,48,3.583333333
64,32,86,56,3.071428571
64,32,86,64,2.6875
64,32,86,72,2.388888889
64,32,86,84,2.047619048
64,32,86,86,2
64,32,86,96,1.791666667
64,32,86,100,1.72
64,32,96,24,8
64,32,96,28,6.857142857
64,32,96,32,6
64,32,96,40,4.8
64,32,96,44,4.363636364
64,32,96,48,4
64,32,96,56,3.428571429
64,32,96,64,3
64,32,96,72,2.666666667
64,32,96,84,2.285714286
64,32,96,86,2.23255814
64,32,96,96,2
64,32,96,100,1.92
64,32,100,24,8.333333333
64,32,100,28,7.142857143
64,32,100,32,6.25
64,32,100,40,5
64,32,100,44,4.545454545
64,32,100,48,4.166666667
64,32,100,56,3.571428571
64,32,100,64,3.125
64,32,100,72,2.777777778
64,32,100,84,2.380952381
64,32,100,86,2.325581395
64,32,100,96,2.083333333
64,32,100,100,2
64,40,24,24,1.6
64,40,24,28,1.371428571
64,40,24,32,1.2
64,40,24,40,0.96
64,40,24,44,0.872727273
64,40,24,48,0.8
64,40,24,56,0.685714286
64,40,24,64,0.6
64,40,24,72,0.533333333
64,40,24,84,0.457142857
64,40,24,86,0.446511628
64,40,24,96,0.4
64,40,24,100,0.384
64,40,28,24,1.866666667
64,40,28,28,1.6
64,40,28,32,1.4
64,40,28,40,1.12
64,40,28,44,1.018181818
64,40,28,48,0.933333333
64,40,28,56,0.8
64,40,28,64,0.7
64,40,28,72,0.622222222
64,40,28,84,0.533333333
64,40,28,86,0.520930233
64,40,28,96,0.466666667
64,40,28,100,0.448
64,40,32,24,2.133333333
64,40,32,28,1.828571429
64,40,32,32,1.6
64,40,32,40,1.28
64,40,32,44,1.163636364
64,40,32,48,1.066666667
64,40,32,56,0.914285714
64,40,32,64,0.8
64,40,32,72,0.711111111
64,40,32,84,0.60952381
64,40,32,86,0.595348837
64,40,32,96,0.533333333
64,40,32,100,0.512
64,40,40,24,2.666666667
64,40,40,28,2.285714286
64,40,40,32,2
64,40,40,40,1.6
64,40,40,44,1.454545455
64,40,40,48,1.333333333
64,40,40,56,1.142857143
64,40,40,64,1
64,40,40,72,0.888888889
64,40,40,84,0.761904762
64,40,40,86,0.744186047
64,40,40,96,0.666666667
64,40,40,100,0.64
64,40,44,24,2.933333333
64,40,44,28,2.514285714
64,40,44,32,2.2
64,40,44,40,1.76
64,40,44,44,1.6
64,40,44,48,1.466666667
64,40,44,56,1.257142857
64,40,44,64,1.1
64,40,44,72,0.977777778
64,40,44,84,0.838095238
64,40,44,86,0.818604651
64,40,44,96,0.733333333
64,40,44,100,0.704
64,40,48,24,3.2
64,40,48,28,2.742857143
64,40,48,32,2.4
64,40,48,40,1.92
64,40,48,44,1.745454545
64,40,48,48,1.6
64,40,48,56,1.371428571
64,40,48,64,1.2
64,40,48,72,1.066666667
64,40,48,84,0.914285714
64,40,48,86,0.893023256
64,40,48,96,0.8
64,40,48,100,0.768
64,40,56,24,3.733333333
64,40,56,28,3.2
64,40,56,32,2.8
64,40,56,40,2.24
64,40,56,44,2.036363636
64,40,56,48,1.866666667
64,40,56,56,1.6
64,40,56,64,1.4
64,40,56,72,1.244444444
64,40,56,84,1.066666667
64,40,56,86,1.041860465
64,40,56,96,0.933333333
64,40,56,100,0.896
64,40,64,24,4.266666667
64,40,64,28,3.657142857
64,40,64,32,3.2
64,40,64,40,2.56
64,40,64,44,2.327272727
64,40,64,48,2.133333333
64,40,64,56,1.828571429
64,40,64,64,1.6
64,40,64,72,1.422222222
64,40,64,84,1.219047619
64,40,64,86,1.190697674
64,40,64,96,1.066666667
64,40,64,100,1.024
64,40,72,24,4.8
64,40,72,28,4.114285714
64,40,72,32,3.6
64,40,72,40,2.88
64,40,72,44,2.618181818
64,40,72,48,2.4
64,40,72,56,2.057142857
64,40,72,64,1.8
64,40,72,72,1.6
64,40,72,84,1.371428571
64,40,72,86,1.339534884
64,40,72,96,1.2
64,40,72,100,1.152
64,40,84,24,5.6
64,40,84,28,4.8
64,40,84,32,4.2
64,40,84,40,3.36
64,40,84,44,3.054545455
64,40,84,48,2.8
64,40,84,56,2.4
64,40,84,64,2.1
64,40,84,72,1.866666667
64,40,84,84,1.6
64,40,84,86,1.562790698
64,40,84,96,1.4
64,40,84,100,1.344
64,40,86,24,5.733333333
64,40,86,28,4.914285714
64,40,86,32,4.3
64,40,86,40,3.44
64,40,86,44,3.127272727
64,40,86,48,2.866666667
64,40,86,56,2.457142857
64,40,86,64,2.15
64,40,86,72,1.911111111
64,40,86,84,1.638095238
64,40,86,86,1.6
64,40,86,96,1.433333333
64,40,86,100,1.376
64,40,96,24,6.4
64,40,96,28,5.485714286
64,40,96,32,4.8
64,40,96,40,3.84
64,40,96,44,3.490909091
64,40,96,48,3.2
64,40,96,56,2.742857143
64,40,96,64,2.4
64,40,96,72,2.133333333
64,40,96,84,1.828571429
64,40,96,86,1.786046512
64,40,96,96,1.6
64,40,96,100,1.536
64,40,100,24,6.666666667
64,40,100,28,5.714285714
64,40,100,32,5
64,40,100,40,4
64,40,100,44,3.636363636
64,40,100,48,3.333333333
64,40,100,56,2.857142857
64,40,100,64,2.5
64,40,100,72,2.222222222
64,40,100,84,1.904761905
64,40,100,86,1.860465116
64,40,100,96,1.666666667
64,40,100,100,1.6
64,44,24,24,1.454545455
64,44,24,28,1.246753247
64,44,24,32,1.090909091
64,44,24,40,0.872727273
64,44,24,44,0.79338843
64,44,24,48,0.727272727
64,44,24,56,0.623376623
64,44,24,64,0.545454545
64,44,24,72,0.484848485
64,44,24,84,0.415584416
64,44,24,86,0.405919662
64,44,24,96,0.363636364
64,44,24,100,0.349090909
64,44,28,24,1.696969697
64,44,28,28,1.454545455
64,44,28,32,1.272727273
64,44,28,40,1.018181818
64,44,28,44,0.925619835
64,44,28,48,0.848484848
64,44,28,56,0.727272727
64,44,28,64,0.636363636
64,44,28,72,0.565656566
64,44,28,84,0.484848485
64,44,28,86,0.473572939
64,44,28,96,0.424242424
64,44,28,100,0.407272727
64,44,32,24,1.939393939
64,44,32,28,1.662337662
64,44,32,32,1.454545455
64,44,32,40,1.163636364
64,44,32,44,1.05785124
64,44,32,48,0.96969697
64,44,32,56,0.831168831
64,44,32,64,0.727272727
64,44,32,72,0.646464646
64,44,32,84,0.554112554
64,44,32,86,0.541226216
64,44,32,96,0.484848485
64,44,32,100,0.465454545
64,44,40,24,2.424242424
64,44,40,28,2.077922078
64,44,40,32,1.818181818
64,44,40,40,1.454545455
64,44,40,44,1.32231405
64,44,40,48,1.212121212
64,44,40,56,1.038961039
64,44,40,64,0.909090909
64,44,40,72,0.808080808
64,44,40,84,0.692640693
64,44,40,86,0.67653277
64,44,40,96,0.606060606
64,44,40,100,0.581818182
64,44,44,24,2.666666667
64,44,44,28,2.285714286
64,44,44,32,2
64,44,44,40,1.6
64,44,44,44,1.454545455
64,44,44,48,1.333333333
64,44,44,56,1.142857143
64,44,44,64,1
64,44,44,72,0.888888889
64,44,44,84,0.761904762
64,44,44,86,0.744186047
64,44,44,96,0.666666667
64,44,44,100,0.64
64,44,48,24,2.909090909
64,44,48,28,2.493506494
64,44,48,32,2.181818182
64,44,48,40,1.745454545
64,44,48,44,1.58677686
64,44,48,48,1.454545455
64,44,48,56,1.246753247
64,44,48,64,1.090909091
64,44,48,72,0.96969697
64,44,48,84,0.831168831
64,44,48,86,0.811839323
64,44,48,96,0.727272727
64,44,48,100,0.698181818
64,44,56,24,3.393939394
64,44,56,28,2.909090909
64,44,56,32,2.545454545
64,44,56,40,2.036363636
64,44,56,44,1.851239669
64,44,56,48,1.696969697
64,44,56,56,1.454545455
64,44,56,64,1.272727273
64,44,56,72,1.131313131
64,44,56,84,0.96969697
64,44,56,86,0.947145877
64,44,56,96,0.848484848
64,44,56,100,0.814545455
64,44,64,24,3.878787879
64,44,64,28,3.324675325
64,44,64,32,2.909090909
64,44,64,40,2.327272727
64,44,64,44,2.115702479
64,44,64,48,1.939393939
64,44,64,56,1.662337662
64,44,64,64,1.454545455
64,44,64,72,1.292929293
64,44,64,84,1.108225108
64,44,64,86,1.082452431
64,44,64,96,0.96969697
64,44,64,100,0.930909091
64,44,72,24,4.363636364
64,44,72,28,3.74025974
64,44,72,32,3.272727273
64,44,72,40,2.618181818
64,44,72,44,2.380165289
64,44,72,48,2.181818182
64,44,72,56,1.87012987
64,44,72,64,1.636363636
64,44,72,72,1.454545455
64,44,72,84,1.246753247
64,44,72,86,1.217758985
64,44,72,96,1.090909091
64,44,72,100,1.047272727
64,44,84,24,5.090909091
64,44,84,28,4.363636364
64,44,84,32,3.818181818
64,44,84,40,3.054545455
64,44,84,44,2.776859504
64,44,84,48,2.545454545
64,44,84,56,2.181818182
64,44,84,64,1.909090909
64,44,84,72,1.696969697
64,44,84,84,1.454545455
64,44,84,86,1.420718816
64,44,84,96,1.272727273
64,44,84,100,1.221818182
64,44,86,24,5.212121212
64,44,86,28,4.467532468
64,44,86,32,3.909090909
64,44,86,40,3.127272727
64,44,86,44,2.842975207
64,44,86,48,2.606060606
64,44,86,56,2.233766234
64,44,86,64,1.954545455
64,44,86,72,1.737373737
64,44,86,84,1.489177489
64,44,86,86,1.454545455
64,44,86,96,1.303030303
64,44,86,100,1.250909091
64,44,96,24,5.818181818
64,44,96,28,4.987012987
64,44,96,32,4.363636364
64,44,96,40,3.490909091
64,44,96,44,3.173553719
64,44,96,48,2.909090909
64,44,96,56,2.493506494
64,44,96,64,2.181818182
64,44,96,72,1.939393939
64,44,96,84,1.662337662
64,44,96,86,1.623678647
64,44,96,96,1.454545455
64,44,96,100,1.396363636
64,44,100,24,6.060606061
64,44,100,28,5.194805195
64,44,100,32,4.545454545
64,44,100,40,3.636363636
64,44,100,44,3.305785124
64,44,100,48,3.03030303
64,44,100,56,2.597402597
64,44,100,64,2.272727273
64,44,100,72,2.02020202
64,44,100,84,1.731601732
64,44,100,86,1.691331924
64,44,100,96,1.515151515
64,44,100,100,1.454545455
64,48,24,24,1.333333333
64,48,24,28,1.142857143
64,48,24,32,1
64,48,24,40,0.8
64,48,24,44,0.727272727
64,48,24,48,0.666666667
64,48,24,56,0.571428571
64,48,24,64,0.5
64,48,24,72,0.444444444
64,48,24,84,0.380952381
64,48,24,86,0.372093023
64,48,24,96,0.333333333
64,48,24,100,0.32
64,48,28,24,1.555555556
64,48,28,28,1.333333333
64,48,28,32,1.166666667
64,48,28,40,0.933333333
64,48,28,44,0.848484848
64,48,28,48,0.777777778
64,48,28,56,0.666666667
64,48,28,64,0.583333333
64,48,28,72,0.518518519
64,48,28,84,0.444444444
64,48,28,86,0.434108527
64,48,28,96,0.388888889
64,48,28,100,0.373333333
64,48,32,24,1.777777778
64,48,32,28,1.523809524
64,48,32,32,1.333333333
64,48,32,40,1.066666667
64,48,32,44,0.96969697
64,48,32,48,0.888888889
64,48,32,56,0.761904762
64,48,32,64,0.666666667
64,48,32,72,0.592592593
64,48,32,84,0.507936508
64,48,32,86,0.496124031
64,48,32,96,0.444444444
64,48,32,100,0.426666667
64,48,40,24,2.222222222
64,48,40,28,1.904761905
64,48,40,32,1.666666667
64,48,40,40,1.333333333
64,48,40,44,1.212121212
64,48,40,48,1.111111111
64,48,40,56,0.952380952
64,48,40,64,0.833333333
64,48,40,72,0.740740741
64,48,40,84,0.634920635
64,48,40,86,0.620155039
64,48,40,96,0.555555556
64,48,40,100,0.533333333
64,48,44,24,2.444444444
64,48,44,28,2.095238095
64,48,44,32,1.833333333
64,48,44,40,1.466666667
64,48,44,44,1.333333333
64,48,44,48,1.222222222
64,48,44,56,1.047619048
64,48,44,64,0.916666667
64,48,44,72,0.814814815
64,48,44,84,0.698412698
64,48,44,86,0.682170543
64,48,44,96,0.611111111
64,48,44,100,0.586666667
64,48,48,24,2.666666667
64,48,48,28,2.285714286
64,48,48,32,2
64,48,48,40,1.6
64,48,48,44,1.454545455
64,48,48,48,1.333333333
64,48,48,56,1.142857143
64,48,48,64,1
64,48,48,72,0.888888889
64,48,48,84,0.761904762
64,48,48,86,0.744186047
64,48,48,96,0.666666667
64,48,48,100,0.64
64,48,56,24,3.111111111
64,48,56,28,2.666666667
64,48,56,32,2.333333333
64,48,56,40,1.866666667
64,48,56,44,1.696969697
64,48,56,48,1.555555556
64,48,56,56,1.333333333
64,48,56,64,1.166666667
64,48,56,72,1.037037037
64,48,56,84,0.888888889
64,48,56,86,0.868217054
64,48,56,96,0.777777778
64,48,56,100,0.746666667
64,48,64,24,3.555555556
64,48,64,28,3.047619048
64,48,64,32,2.666666667
64,48,64,40,2.133333333
64,48,64,44,1.939393939
64,48,64,48,1.777777778
64,48,64,56,1.523809524
64,48,64,64,1.333333333
64,48,64,72,1.185185185
64,48,64,84,1.015873016
64,48,64,86,0.992248062
64,48,64,96,0.888888889
64,48,64,100,0.853333333
64,48,72,24,4
64,48,72,28,3.428571429
64,48,72,32,3
64,48,72,40,2.4
64,48,72,44,2.181818182
64,48,72,48,2
64,48,72,56,1.714285714
64,48,72,64,1.5
64,48,72,72,1.333333333
64,48,72,84,1.142857143
64,48,72,86,1.11627907
64,48,72,96,1
64,48,72,100,0.96
64,48,84,24,4.666666667
64,48,84,28,4
64,48,84,32,3.5
64,48,84,40,2.8
64,48,84,44,2.545454545
64,48,84,48,2.333333333
64,48,84,56,2
64,48,84,64,1.75
64,48,84,72,1.555555556
64,48,84,84,1.333333333
64,48,84,86,1.302325581
64,48,84,96,1.166666667
64,48,84,100,1.12
64,48,86,24,4.777777778
64,48,86,28,4.095238095
64,48,86,32,3.583333333
64,48,86,40,2.866666667
64,48,86,44,2.606060606
64,48,86,48,2.388888889
64,48,86,56,2.047619048
64,48,86,64,1.791666667
64,48,86,72,1.592592593
64,48,86,84,1.365079365
64,48,86,86,1.333333333
64,48,86,96,1.194444444
64,48,86,100,1.146666667
64,48,96,24,5.333333333
64,48,96,28,4.571428571
64,48,96,32,4
64,48,96,40,3.2
64,48,96,44,2.909090909
64,48,96,48,2.666666667
64,48,96,56,2.285714286
64,48,96,64,2
64,48,96,72,1.777777778
64,48,96,84,1.523809524
64,48,96,86,1.488372093
64,48,96,96,1.333333333
64,48,96,100,1.28
64,48,100,24,5.555555556
64,48,100,28,4.761904762
64,48,100,32,4.166666667
64,48,100,40,3.333333333
64,48,100,44,3.03030303
64,48,100,48,2.777777778
64,48,100,56,2.380952381
64,48,100,64,2.083333333
64,48,100,72,1.851851852
64,48,100,84,1.587301587
64,48,100,86,1.550387597
64,48,100,96,1.388888889
64,48,100,100,1.333333333
64,56,24,24,1.142857143
64,56,24,28,0.979591837
64,56,24,32,0.857142857
64,56,24,40,0.685714286
64,56,24,44,0.623376623
64,56,24,48,0.571428571
64,56,24,56,0.489795918
64,56,24,64,0.428571429
64,56,24,72,0.380952381
64,56,24,84,0.326530612
64,56,24,86,0.318936877
64,56,24,96,0.285714286
64,56,24,100,0.274285714
64,56,28,24,1.333333333
64,56,28,28,1.142857143
64,56,28,32,1
64,56,28,40,0.8
64,56,28,44,0.727272727
64,56,28,48,0.666666667
64,56,28,56,0.571428571
64,56,28,64,0.5
64,56,28,72,0.444444444
64,56,28,84,0.380952381
64,56,28,86,0.372093023
64,56,28,96,0.333333333
64,56,28,100,0.32
64,56,32,24,1.523809524
64,56,32,28,1.306122449
64,56,32,32,1.142857143
64,56,32,40,0.914285714
64,56,32,44,0.831168831
64,56,32,48,0.761904762
64,56,32,56,0.653061224
64,56,32,64,0.571428571
64,56,32,72,0.507936508
64,56,32,84,0.43537415
64,56,32,86,0.425249169
64,56,32,96,0.380952381
64,56,32,100,0.365714286
64,56,40,24,1.904761905
64,56,40,28,1.632653061
64,56,40,32,1.428571429
64,56,40,40,1.142857143
64,56,40,44,1.038961039
64,56,40,48,0.952380952
64,56,40,56,0.816326531
64,56,40,64,0.714285714
64,56,40,72,0.634920635
64,56,40,84,0.544217687
64,56,40,86,0.531561462
64,56,40,96,0.476190476
64,56,40,100,0.457142857
64,56,44,24,2.095238095
64,56,44,28,1.795918367
64,56,44,32,1.571428571
64,56,44,40,1.257142857
64,56,44,44,1.142857143
64,56,44,48,1.047619048
64,56,44,56,0.897959184
64,56,44,64,0.785714286
64,56,44,72,0.698412698
64,56,44,84,0.598639456
64,56,44,86,0.584717608
64,56,44,96,0.523809524
64,56,44,100,0.502857143
64,56,48,24,2.285714286
64,56,48,28,1.959183673
64,56,48,32,1.714285714
64,56,48,40,1.371428571
64,56,48,44,1.246753247
64,56,48,48,1.142857143
64,56,48,56,0.979591837
64,56,48,64,0.857142857
64,56,48,72,0.761904762
64,56,48,84,0.653061224
64,56,48,86,0.637873754
64,56,48,96,0.571428571
64,56,48,100,0.548571429
64,56,56,24,2.666666667
64,56,56,28,2.285714286
64,56,56,32,2
64,56,56,40,1.6
64,56,56,44,1.454545455
64,56,56,48,1.333333333
64,56,56,56,1.142857143
64,56,56,64,1
64,56,56,72,0.888888889
64,56,56,84,0.761904762
64,56,56,86,0.744186047
64,56,56,96,0.666666667
64,56,56,100,0.64
64,56,64,24,3.047619048
64,56,64,28,2.612244898
64,56,64,32,2.285714286
64,56,64,40,1.828571429
64,56,64,44,1.662337662
64,56,64,48,1.523809524
64,56,64,56,1.306122449
64,56,64,64,1.142857143
64,56,64,72,1.015873016
64,56,64,84,0.870748299
64,56,64,86,0.850498339
64,56,64,96,0.761904762
64,56,64,100,0.731428571
64,56,72,24,3.428571429
64,56,72,28,2.93877551
64,56,72,32,2.571428571
64,56,72,40,2.057142857
64,56,72,44,1.87012987
64,56,72,48,1.714285714
64,56,72,56,1.469387755
64,56,72,64,1.285714286
64,56,72,72,1.142857143
64,56,72,84,0.979591837
64,56,72,86,0.956810631
64,56,72,96,0.857142857
64,56,72,100,0.822857143
64,56,84,24,4
64,56,84,28,3.428571429
64,56,84,32,3
64,56,84,40,2.4
64,56,84,44,2.181818182
64,56,84,48,2
64,56,84,56,1.714285714
64,56,84,64,1.5
64,56,84,72,1.333333333
64,56,84,84,1.142857143
64,56,84,86,1.11627907
64,56,84,96,1
64,56,84,100,0.96
64,56,86,24,4.095238095
64,56,86,28,3.510204082
64,56,86,32,3.071428571
64,56,86,40,2.457142857
64,56,86,44,2.233766234
64,56,86,48,2.047619048
64,56,86,56,1.755102041
