A,B,C,D,Result
86,100,96,96,0.86
86,100,96,100,0.8256
86,100,100,24,3.583333333
86,100,100,28,3.071428571
86,100,100,32,2.6875
86,100,100,40,2.15
86,100,100,44,1.954545455
86,100,100,48,1.791666667
86,100,100,56,1.535714286
86,100,100,64,1.34375
86,100,100,72,1.194444444
86,100,100,84,1.023809524
86,100,100,86,1
86,100,100,96,0.895833333
86,100,100,100,0.86
96,24,24,24,4
96,24,24,28,3.428571429
96,24,24,32,3
96,24,24,40,2.4
96,24,24,44,2.181818182
96,24,24,48,2
96,24,24,56,1.714285714
96,24,24,64,1.5
96,24,24,72,1.333333333
96,24,24,84,1.142857143
96,24,24,86,1.11627907
96,24,24,96,1
96,24,24,100,0.96
96,24,28,24,4.666666667
96,24,28,28,4
96,24,28,32,3.5
96,24,28,40,2.8
96,24,28,44,2.545454545
96,24,28,48,2.333333333
96,24,28,56,2
96,24,28,64,1.75
96,24,28,72,1.555555556
96,24,28,84,1.333333333
96,24,28,86,1.302325581
96,24,28,96,1.166666667
96,24,28,100,1.12
96,24,32,24,5.333333333
96,24,32,28,4.571428571
96,24,32,32,4
96,24,32,40,3.2
96,24,32,44,2.909090909
96,24,32,48,2.666666667
96,24,32,56,2.285714286
96,24,32,64,2
96,24,32,72,1.777777778
96,24,32,84,1.523809524
96,24,32,86,1.488372093
96,24,32,96,1.333333333
96,24,32,100,1.28
96,24,40,24,6.666666667
96,24,40,28,5.714285714
96,24,40,32,5
96,24,40,40,4
96,24,40,44,3.636363636
96,24,40,48,3.333333333
96,24,40,56,2.857142857
96,24,40,64,2.5
96,24,40,72,2.222222222
96,24,40,84,1.904761905
96,24,40,86,1.860465116
96,24,40,96,1.666666667
96,24,40,100,1.6
96,24,44,24,7.333333333
96,24,44,28,6.285714286
96,24,44,32,5.5
96,24,44,40,4.4
96,24,44,44,4
96,24,44,48,3.666666667
96,24,44,56,3.142857143
96,24,44,64,2.75
96,24,44,72,2.444444444
96,24,44,84,2.095238095
96,24,44,86,2.046511628
96,24,44,96,1.833333333
96,24,44,100,1.76
96,24,48,24,8
96,24,48,28,6.857142857
96,24,48,32,6
96,24,48,40,4.8
96,24,48,44,4.363636364
96,24,48,48,4
96,24,48,56,3.428571429
96,24,48,64,3
96,24,48,72,2.666666667
96,24,48,84,2.285714286
96,24,48,86,2.23255814
96,24,48,96,2
96,24,48,100,1.92
96,24,56,24,9.333333333
96,24,56,28,8
96,24,56,32,7
96,24,56,40,5.6
96,24,56,44,5.090909091
96,24,56,48,4.666666667
96,24,56,56,4
96,24,56,64,3.5
96,24,56,72,3.111111111
96,24,56,84,2.666666667
96,24,56,86,2.604651163
96,24,56,96,2.333333333
96,24,56,100,2.24
96,24,64,24,10.66666667
96,24,64,28,9.142857143
96,24,64,32,8
96,24,64,40,6.4
96,24,64,44,5.818181818
96,24,64,48,5.333333333
96,24,64,56,4.571428571
96,24,64,64,4
96,24,64,72,3.555555556
96,24,64,84,3.047619048
96,24,64,86,2.976744186
96,24,64,96,2.666666667
96,24,64,100,2.56
96,24,72,24,12
96,24,72,28,10.28571429
96,24,72,32,9
96,24,72,40,7.2
96,24,72,44,6.545454545
96,24,72,48,6
96,24,72,56,5.142857143
96,24,72,64,4.5
96,24,72,72,4
96,24,72,84,3.428571429
96,24,72,86,3.348837209
96,24,72,96,3
96,24,72,100,2.88
96,24,84,24,14
96,24,84,28,12
96,24,84,32,10.5
96,24,84,40,8.4
96,24,84,44,7.636363636
96,24,84,48,7
96,24,84,56,6
96,24,84,64,5.25
96,24,84,72,4.666666667
96,24,84,84,4
96,24,84,86,3.906976744
96,24,84,96,3.5
96,24,84,100,3.36
96,24,86,24,14.33333333
96,24,86,28,12.28571429
96,24,86,32,10.75
96,24,86,40,8.6
96,24,86,44,7.818181818
96,24,86,48,7.166666667
96,24,86,56,6.142857143
96,24,86,64,5.375
96,24,86,72,4.777777778
96,24,86,84,4.095238095
96,24,86,86,4
96,24,86,96,3.583333333
96,24,86,100,3.44
96,24,96,24,16
96,24,96,28,13.71428571
96,24,96,32,12
96,24,96,40,9.6
96,24,96,44,8.727272727
96,24,96,48,8
96,24,96,56,6.857142857
96,24,96,64,6
96,24,96,72,5.333333333
96,24,96,84,4.571428571
96,24,96,86,4.465116279
96,24,96,96,4
96,24,96,100,3.84
96,24,100,24,16.66666667
96,24,100,28,14.28571429
96,24,100,32,12.5
96,24,100,40,10
96,24,100,44,9.090909091
96,24,100,48,8.333333333
96,24,100,56,7.142857143
96,24,100,64,6.25
96,24,100,72,5.555555556
96,24,100,84,4.761904762
96,24,100,86,4.651162791
96,24,100,96,4.166666667
96,24,100,100,4
96,28,24,24,3.428571429
96,28,24,28,2.93877551
96,28,24,32,2.571428571
96,28,24,40,2.057142857
96,28,24,44,1.87012987
96,28,24,48,1.714285714
96,28,24,56,1.469387755
96,28,24,64,1.285714286
96,28,24,72,1.142857143
96,28,24,84,0.979591837
96,28,24,86,0.956810631
96,28,24,96,0.857142857
96,28,24,100,0.822857143
96,28,28,24,4
96,28,28,28,3.428571429
96,28,28,32,3
96,28,28,40,2.4
96,28,28,44,2.181818182
96,28,28,48,2
96,28,28,56,1.714285714
96,28,28,64,1.5
96,28,28,72,1.333333333
96,28,28,84,1.142857143
96,28,28,86,1.11627907
96,28,28,96,1
96,28,28,100,0.96
96,28,32,24,4.571428571
96,28,32,28,3.918367347
96,28,32,32,3.428571429
96,28,32,40,2.742857143
96,28,32,44,2.493506494
96,28,32,48,2.285714286
96,28,32,56,1.959183673
96,28,32,64,1.714285714
96,28,32,72,1.523809524
96,28,32,84,1.306122449
96,28,32,86,1.275747508
96,28,32,96,1.142857143
96,28,32,100,1.097142857
96,28,40,24,5.714285714
96,28,40,28,4.897959184
96,28,40,32,4.285714286
96,28,40,40,3.428571429
96,28,40,44,3.116883117
96,28,40,48,2.857142857
96,28,40,56,2.448979592
96,28,40,64,2.142857143
96,28,40,72,1.904761905
96,28,40,84,1.632653061
96,28,40,86,1.594684385
96,28,40,96,1.428571429
96,28,40,100,1.371428571
96,28,44,24,6.285714286
96,28,44,28,5.387755102
96,28,44,32,4.714285714
96,28,44,40,3.771428571
96,28,44,44,3.428571429
96,28,44,48,3.142857143
96,28,44,56,2.693877551
96,28,44,64,2.357142857
96,28,44,72,2.095238095
96,28,44,84,1.795918367
96,28,44,86,1.754152824
96,28,44,96,1.571428571
96,28,44,100,1.508571429
96,28,48,24,6.857142857
96,28,48,28,5.87755102
96,28,48,32,5.142857143
96,28,48,40,4.114285714
96,28,48,44,3.74025974
96,28,48,48,3.428571429
96,28,48,56,2.93877551
96,28,48,64,2.571428571
96,28,48,72,2.285714286
96,28,48,84,1.959183673
96,28,48,86,1.913621262
96,28,48,96,1.714285714
96,28,48,100,1.645714286
96,28,56,24,8
96,28,56,28,6.857142857
96,28,56,32,6
96,28,56,40,4.8
96,28,56,44,4.363636364
96,28,56,48,4
96,28,56,56,3.428571429
96,28,56,64,3
96,28,56,72,2.666666667
96,28,56,84,2.285714286
96,28,56,86,2.23255814
96,28,56,96,2
96,28,56,100,1.92
96,28,64,24,9.142857143
96,28,64,28,7.836734694
96,28,64,32,6.857142857
96,28,64,40,5.485714286
96,28,64,44,4.987012987
96,28,64,48,4.571428571
96,28,64,56,3.918367347
96,28,64,64,3.428571429
96,28,64,72,3.047619048
96,28,64,84,2.612244898
96,28,64,86,2.551495017
96,28,64,96,2.285714286
96,28,64,100,2.194285714
96,28,72,24,10.28571429
96,28,72,28,8.816326531
96,28,72,32,7.714285714
96,28,72,40,6.171428571
96,28,72,44,5.61038961
96,28,72,48,5.142857143
96,28,72,56,4.408163265
96,28,72,64,3.857142857
96,28,72,72,3.428571429
96,28,72,84,2.93877551
96,28,72,86,2.870431894
96,28,72,96,2.571428571
96,28,72,100,2.468571429
96,28,84,24,12
96,28,84,28,10.28571429
96,28,84,32,9
96,28,84,40,7.2
96,28,84,44,6.545454545
96,28,84,48,6
96,28,84,56,5.142857143
96,28,84,64,4.5
96,28,84,72,4
96,28,84,84,3.428571429
96,28,84,86,3.348837209
96,28,84,96,3
96,28,84,100,2.88
96,28,86,24,12.28571429
96,28,86,28,10.53061224
96,28,86,32,9.214285714
96,28,86,40,7.371428571
96,28,86,44,6.701298701
96,28,86,48,6.142857143
96,28,86,56,5.265306122
96,28,86,64,4.607142857
96,28,86,72,4.095238095
96,28,86,84,3.510204082
96,28,86,86,3.428571429
96,28,86,96,3.071428571
96,28,86,100,2.948571429
96,28,96,24,13.71428571
96,28,96,28,11.75510204
96,28,96,32,10.28571429
96,28,96,40,8.228571429
96,28,96,44,7.480519481
96,28,96,48,6.857142857
96,28,96,56,5.87755102
96,28,96,64,5.142857143
96,28,96,72,4.571428571
96,28,96,84,3.918367347
96,28,96,86,3.827242525
96,28,96,96,3.428571429
96,28,96,100,3.291428571
96,28,100,24,14.28571429
96,28,100,28,12.24489796
96,28,100,32,10.71428571
96,28,100,40,8.571428571
96,28,100,44,7.792207792
96,28,100,48,7.142857143
96,28,100,56,6.12244898
96,28,100,64,5.357142857
96,28,100,72,4.761904762
96,28,100,84,4.081632653
96,28,100,86,3.986710963
96,28,100,96,3.571428571
96,28,100,100,3.428571429
96,32,24,24,3
96,32,24,28,2.571428571
96,32,24,32,2.25
96,32,24,40,1.8
96,32,24,44,1.636363636
96,32,24,48,1.5
96,32,24,56,1.285714286
96,32,24,64,1.125
96,32,24,72,1
96,32,24,84,0.857142857
96,32,24,86,0.837209302
96,32,24,96,0.75
96,32,24,100,0.72
96,32,28,24,3.5
96,32,28,28,3
96,32,28,32,2.625
96,32,28,40,2.1
96,32,28,44,1.909090909
96,32,28,48,1.75
96,32,28,56,1.5
96,32,28,64,1.3125
96,32,28,72,1.166666667
96,32,28,84,1
96,32,28,86,0.976744186
96,32,28,96,0.875
96,32,28,100,0.84
96,32,32,24,4
96,32,32,28,3.428571429
96,32,32,32,3
96,32,32,40,2.4
96,32,32,44,2.181818182
96,32,32,48,2
96,32,32,56,1.714285714
96,32,32,64,1.5
96,32,32,72,1.333333333
96,32,32,84,1.142857143
96,32,32,86,1.11627907
96,32,32,96,1
96,32,32,100,0.96
96,32,40,24,5
96,32,40,28,4.285714286
96,32,40,32,3.75
96,32,40,40,3
96,32,40,44,2.727272727
96,32,40,48,2.5
96,32,40,56,2.142857143
96,32,40,64,1.875
96,32,40,72,1.666666667
96,32,40,84,1.428571429
96,32,40,86,1.395348837
96,32,40,96,1.25
96,32,40,100,1.2
96,32,44,24,5.5
96,32,44,28,4.714285714
96,32,44,32,4.125
96,32,44,40,3.3
96,32,44,44,3
96,32,44,48,2.75
96,32,44,56,2.357142857
96,32,44,64,2.0625
96,32,44,72,1.833333333
96,32,44,84,1.571428571
96,32,44,86,1.534883721
96,32,44,96,1.375
96,32,44,100,1.32
96,32,48,24,6
96,32,48,28,5.142857143
96,32,48,32,4.5
96,32,48,40,3.6
96,32,48,44,3.272727273
96,32,48,48,3
96,32,48,56,2.571428571
96,32,48,64,2.25
96,32,48,72,2
96,32,48,84,1.714285714
96,32,48,86,1.674418605
96,32,48,96,1.5
96,32,48,100,1.44
96,32,56,24,7
96,32,56,28,6
96,32,56,32,5.25
96,32,56,40,4.2
96,32,56,44,3.818181818
96,32,56,48,3.5
96,32,56,56,3
96,32,56,64,2.625
96,32,56,72,2.333333333
96,32,56,84,2
96,32,56,86,1.953488372
96,32,56,96,1.75
96,32,56,100,1.68
96,32,64,24,8
96,32,64,28,6.857142857
96,32,64,32,6
96,32,64,40,4.8
96,32,64,44,4.363636364
96,32,64,48,4
96,32,64,56,3.428571429
96,32,64,64,3
96,32,64,72,2.666666667
96,32,64,84,2.285714286
96,32,64,86,2.23255814
96,32,64,96,2
96,32,64,100,1.92
96,32,72,24,9
96,32,72,28,7.714285714
96,32,72,32,6.75
96,32,72,40,5.4
96,32,72,44,4.909090909
96,32,72,48,4.5
96,32,72,56,3.857142857
96,32,72,64,3.375
96,32,72,72,3
96,32,72,84,2.571428571
96,32,72,86,2.511627907
96,32,72,96,2.25
96,32,72,100,2.16
96,32,84,24,10.5
96,32,84,28,9
96,32,84,32,7.875
96,32,84,40,6.3
96,32,84,44,5.727272727
96,32,84,48,5.25
96,32,84,56,4.5
96,32,84,64,3.9375
96,32,84,72,3.5
96,32,84,84,3
96,32,84,86,2.930232558
96,32,84,96,2.625
96,32,84,100,2.52
96,32,86,24,10.75
96,32,86,28,9.214285714
96,32,86,32,8.0625
96,32,86,40,6.45
96,32,86,44,5.863636364
96,32,86,48,5.375
96,32,86,56,4.607142857
96,32,86,64,4.03125
96,32,86,72,3.583333333
96,32,86,84,3.071428571
96,32,86,86,3
96,32,86,96,2.6875
96,32,86,100,2.58
96,32,96,24,12
96,32,96,28,10.28571429
96,32,96,32,9
96,32,96,40,7.2
96,32,96,44,6.545454545
96,32,96,48,6
96,32,96,56,5.142857143
96,32,96,64,4.5
96,32,96,72,4
96,32,96,84,3.428571429
96,32,96,86,3.348837209
96,32,96,96,3
96,32,96,100,2.88
96,32,100,24,12.5
96,32,100,28,10.71428571
96,32,100,32,9.375
96,32,100,40,7.5
96,32,100,44,6.818181818
96,32,100,48,6.25
96,32,100,56,5.357142857
96,32,100,64,4.6875
96,32,100,72,4.166666667
96,32,100,84,3.571428571
96,32,100,86,3.488372093
96,32,100,96,3.125
96,32,100,100,3
96,40,24,24,2.4
96,40,24,28,2.057142857
96,40,24,32,1.8
96,40,24,40,1.44
96,40,24,44,1.309090909
96,40,24,48,1.2
96,40,24,56,1.028571429
96,40,24,64,0.9
96,40,24,72,0.8
96,40,24,84,0.685714286
96,40,24,86,0.669767442
96,40,24,96,0.6
96,40,24,100,0.576
96,40,28,24,2.8
96,40,28,28,2.4
96,40,28,32,2.1
96,40,28,40,1.68
96,40,28,44,1.527272727
96,40,28,48,1.4
96,40,28,56,1.2
96,40,28,64,1.05
96,40,28,72,0.933333333
96,40,28,84,0.8
96,40,28,86,0.781395349
96,40,28,96,0.7
96,40,28,100,0.672
96,40,32,24,3.2
96,40,32,28,2.742857143
96,40,32,32,2.4
96,40,32,40,1.92
96,40,32,44,1.745454545
96,40,32,48,1.6
96,40,32,56,1.371428571
96,40,32,64,1.2
96,40,32,72,1.066666667
96,40,32,84,0.914285714
96,40,32,86,0.893023256
96,40,32,96,0.8
96,40,32,100,0.768
96,40,40,24,4
96,40,40,28,3.428571429
96,40,40,32,3
96,40,40,40,2.4
96,40,40,44,2.181818182
96,40,40,48,2
96,40,40,56,1.714285714
96,40,40,64,1.5
96,40,40,72,1.333333333
96,40,40,84,1.142857143
96,40,40,86,1.11627907
96,40,40,96,1
96,40,40,100,0.96
96,40,44,24,4.4
96,40,44,28,3.771428571
96,40,44,32,3.3
96,40,44,40,2.64
96,40,44,44,2.4
96,40,44,48,2.2
96,40,44,56,1.885714286
96,40,44,64,1.65
96,40,44,72,1.466666667
96,40,44,84,1.257142857
96,40,44,86,1.227906977
96,40,44,96,1.1
96,40,44,100,1.056
96,40,48,24,4.8
96,40,48,28,4.114285714
96,40,48,32,3.6
96,40,48,40,2.88
96,40,48,44,2.618181818
96,40,48,48,2.4
96,40,48,56,2.057142857
96,40,48,64,1.8
96,40,48,72,1.6
96,40,48,84,1.371428571
96,40,48,86,1.339534884
96,40,48,96,1.2
96,40,48,100,1.152
96,40,56,24,5.6
96,40,56,28,4.8
96,40,56,32,4.2
96,40,56,40,3.36
96,40,56,44,3.054545455
96,40,56,48,2.8
96,40,56,56,2.4
96,40,56,64,2.1
96,40,56,72,1.866666667
96,40,56,84,1.6
96,40,56,86,1.562790698
96,40,56,96,1.4
96,40,56,100,1.344
96,40,64,24,6.4
96,40,64,28,5.485714286
96,40,64,32,4.8
96,40,64,40,3.84
96,40,64,44,3.490909091
96,40,64,48,3.2
96,40,64,56,2.742857143
96,40,64,64,2.4
96,40,64,72,2.133333333
96,40,64,84,1.828571429
96,40,64,86,1.786046512
96,40,64,96,1.6
96,40,64,100,1.536
96,40,72,24,7.2
96,40,72,28,6.171428571
96,40,72,32,5.4
96,40,72,40,4.32
96,40,72,44,3.927272727
96,40,72,48,3.6
96,40,72,56,3.085714286
96,40,72,64,2.7
96,40,72,72,2.4
96,40,72,84,2.057142857
96,40,72,86,2.009302326
96,40,72,96,1.8
96,40,72,100,1.728
96,40,84,24,8.4
96,40,84,28,7.2
96,40,84,32,6.3
96,40,84,40,5.04
96,40,84,44,4.581818182
96,40,84,48,4.2
96,40,84,56,3.6
96,40,84,64,3.15
96,40,84,72,2.8
96,40,84,84,2.4
96,40,84,86,2.344186047
96,40,84,96,2.1
96,40,84,100,2.016
96,40,86,24,8.6
96,40,86,28,7.371428571
96,40,86,32,6.45
96,40,86,40,5.16
96,40,86,44,4.690909091
96,40,86,48,4.3
96,40,86,56,3.685714286
96,40,86,64,3.225
96,40,86,72,2.866666667
96,40,86,84,2.457142857
96,40,86,86,2.4
96,40,86,96,2.15
96,40,86,100,2.064
96,40,96,24,9.6
96,40,96,28,8.228571429
96,40,96,32,7.2
96,40,96,40,5.76
96,40,96,44,5.236363636
96,40,96,48,4.8
96,40,96,56,4.114285714
96,40,96,64,3.6
96,40,96,72,3.2
96,40,96,84,2.742857143
96,40,96,86,2.679069767
96,40,96,96,2.4
96,40,96,100,2.304
96,40,100,24,10
96,40,100,28,8.571428571
96,40,100,32,7.5
96,40,100,40,6
96,40,100,44,5.454545455
96,40,100,48,5
96,40,100,56,4.285714286
96,40,100,64,3.75
96,40,100,72,3.333333333
96,40,100,84,2.857142857
96,40,100,86,2.790697674
96,40,100,96,2.5
96,40,100,100,2.4
96,44,24,24,2.181818182
96,44,24,28,1.87012987
96,44,24,32,1.636363636
96,44,24,40,1.309090909
96,44,24,44,1.190082645
96,44,24,48,1.090909091
96,44,24,56,0.935064935
96,44,24,64,0.818181818
96,44,24,72,0.727272727
96,44,24,84,0.623376623
96,44,24,86,0.608879493
96,44,24,96,0.545454545
96,44,24,100,0.523636364
96,44,28,24,2.545454545
96,44,28,28,2.181818182
96,44,28,32,1.909090909
96,44,28,40,1.527272727
96,44,28,44,1.388429752
96,44,28,48,1.272727273
96,44,28,56,1.090909091
96,44,28,64,0.954545455
96,44,28,72,0.848484848
96,44,28,84,0.727272727
96,44,28,86,0.710359408
96,44,28,96,0.636363636
96,44,28,100,0.610909091
96,44,32,24,2.909090909
96,44,32,28,2.493506494
96,44,32,32,2.181818182
96,44,32,40,1.745454545
96,44,32,44,1.58677686
96,44,32,48,1.454545455
96,44,32,56,1.246753247
96,44,32,64,1.090909091
96,44,32,72,0.96969697
96,44,32,84,0.831168831
96,44,32,86,0.811839323
96,44,32,96,0.727272727
96,44,32,100,0.698181818
96,44,40,24,3.636363636
96,44,40,28,3.116883117
96,44,40,32,2.727272727
96,44,40,40,2.181818182
96,44,40,44,1.983471074
96,44,40,48,1.818181818
96,44,40,56,1.558441558
96,44,40,64,1.363636364
96,44,40,72,1.212121212
96,44,40,84,1.038961039
96,44,40,86,1.014799154
96,44,40,96,0.909090909
96,44,40,100,0.872727273
96,44,44,24,4
96,44,44,28,3.428571429
96,44,44,32,3
96,44,44,40,2.4
96,44,44,44,2.181818182
96,44,44,48,2
96,44,44,56,1.714285714
96,44,44,64,1.5
96,44,44,72,1.333333333
96,44,44,84,1.142857143
96,44,44,86,1.11627907
96,44,44,96,1
96,44,44,100,0.96
96,44,48,24,4.363636364
96,44,48,28,3.74025974
96,44,48,32,3.272727273
96,44,48,40,2.618181818
96,44,48,44,2.380165289
96,44,48,48,2.181818182
96,44,48,56,1.87012987
96,44,48,64,1.636363636
96,44,48,72,1.454545455
96,44,48,84,1.246753247
96,44,48,86,1.217758985
96,44,48,96,1.090909091
96,44,48,100,1.047272727
96,44,56,24,5.090909091
96,44,56,28,4.363636364
96,44,56,32,3.818181818
96,44,56,40,3.054545455
96,44,56,44,2.776859504
96,44,56,48,2.545454545
96,44,56,56,2.181818182
96,44,56,64,1.909090909
96,44,56,72,1.696969697
96,44,56,84,1.454545455
96,44,56,86,1.420718816
96,44,56,96,1.272727273
96,44,56,100,1.221818182
96,44,64,24,5.818181818
96,44,64,28,4.987012987
96,44,64,32,4.363636364
96,44,64,40,3.490909091
96,44,64,44,3.173553719
96,44,64,48,2.909090909
96,44,64,56,2.493506494
96,44,64,64,2.181818182
96,44,64,72,1.939393939
96,44,64,84,1.662337662
96,44,64,86,1.623678647
96,44,64,96,1.454545455
96,44,64,100,1.396363636
96,44,72,24,6.545454545
96,44,72,28,5.61038961
96,44,72,32,4.909090909
96,44,72,40,3.927272727
96,44,72,44,3.570247934
96,44,72,48,3.272727273
96,44,72,56,2.805194805
96,44,72,64,2.454545455
96,44,72,72,2.181818182
96,44,72,84,1.87012987
96,44,72,86,1.826638478
96,44,72,96,1.636363636
96,44,72,100,1.570909091
96,44,84,24,7.636363636
96,44,84,28,6.545454545
96,44,84,32,5.727272727
96,44,84,40,4.581818182
96,44,84,44,4.165289256
96,44,84,48,3.818181818
96,44,84,56,3.272727273
96,44,84,64,2.863636364
96,44,84,72,2.545454545
96,44,84,84,2.181818182
96,44,84,86,2.131078224
96,44,84,96,1.909090909
96,44,84,100,1.832727273
96,44,86,24,7.818181818
96,44,86,28,6.701298701
96,44,86,32,5.863636364
96,44,86,40,4.690909091
96,44,86,44,4.26446281
96,44,86,48,3.909090909
96,44,86,56,3.350649351
96,44,86,64,2.931818182
96,44,86,72,2.606060606
96,44,86,84,2.233766234
96,44,86,86,2.181818182
96,44,86,96,1.954545455
96,44,86,100,1.876363636
96,44,96,24,8.727272727
96,44,96,28,7.480519481
96,44,96,32,6.545454545
96,44,96,40,5.236363636
96,44,96,44,4.760330579
96,44,96,48,4.363636364
96,44,96,56,3.74025974
96,44,96,64,3.272727273
96,44,96,72,2.909090909
96,44,96,84,2.493506494
96,44,96,86,2.43551797
96,44,96,96,2.181818182
96,44,96,100,2.094545455
96,44,100,24,9.090909091
96,44,100,28,7.792207792
96,44,100,32,6.818181818
96,44,100,40,5.454545455
96,44,100,44,4.958677686
96,44,100,48,4.545454545
96,44,100,56,3.896103896
96,44,100,64,3.409090909
96,44,100,72,3.03030303
96,44,100,84,2.597402597
96,44,100,86,2.536997886
96,44,100,96,2.272727273
96,44,100,100,2.181818182
96,48,24,24,2
96,48,24,28,1.714285714
96,48,24,32,1.5
96,48,24,40,1.2
96,48,24,44,1.090909091
96,48,24,48,1
96,48,24,56,0.857142857
96,48,24,64,0.75
96,48,24,72,0.666666667
96,48,24,84,0.571428571
96,48,24,86,0.558139535
96,48,24,96,0.5
96,48,24,100,0.48
96,48,28,24,2.333333333
96,48,28,28,2
96,48,28,32,1.75
96,48,28,40,1.4
96,48,28,44,1.272727273
96,48,28,48,1.166666667
96,48,28,56,1
96,48,28,64,0.875
96,48,28,72,0.777777778
96,48,28,84,0.666666667
96,48,28,86,0.651162791
96,48,28,96,0.583333333
96,48,28,100,0.56
96,48,32,24,2.666666667
96,48,32,28,2.285714286
96,48,32,32,2
96,48,32,40,1.6
96,48,32,44,1.454545455
96,48,32,48,1.333333333
96,48,32,56,1.142857143
96,48,32,64,1
96,48,32,72,0.888888889
96,48,32,84,0.761904762
96,48,32,86,0.744186047
96,48,32,96,0.666666667
96,48,32,100,0.64
96,48,40,24,3.333333333
96,48,40,28,2.857142857
96,48,40,32,2.5
96,48,40,40,2
96,48,40,44,1.818181818
96,48,40,48,1.666666667
96,48,40,56,1.428571429
96,48,40,64,1.25
96,48,40,72,1.111111111
96,48,40,84,0.952380952
96,48,40,86,0.930232558
96,48,40,96,0.833333333
96,48,40,100,0.8
96,48,44,24,3.666666667
96,48,44,28,3.142857143
96,48,44,32,2.75
96,48,44,40,2.2
96,48,44,44,2
96,48,44,48,1.833333333
96,48,44,56,1.571428571
96,48,44,64,1.375
96,48,44,72,1.222222222
96,48,44,84,1.047619048
96,48,44,86,1.023255814
96,48,44,96,0.916666667
96,48,44,100,0.88
96,48,48,24,4
96,48,48,28,3.428571429
96,48,48,32,3
96,48,48,40,2.4
96,48,48,44,2.181818182
96,48,48,48,2
96,48,48,56,1.714285714
96,48,48,64,1.5
96,48,48,72,1.333333333
96,48,48,84,1.142857143
96,48,48,86,1.11627907
96,48,48,96,1
96,48,48,100,0.96
96,48,56,24,4.666666667
96,48,56,28,4
96,48,56,32,3.5
96,48,56,40,2.8
96,48,56,44,2.545454545
96,48,56,48,2.333333333
96,48,56,56,2
96,48,56,64,1.75
96,48,56,72,1.555555556
96,48,56,84,1.333333333
96,48,56,86,1.302325581
96,48,56,96,1.166666667
96,48,56,100,1.12
96,48,64,24,5.333333333
96,48,64,28,4.571428571
96,48,64,32,4
96,48,64,40,3.2
96,48,64,44,2.909090909
96,48,64,48,2.666666667
96,48,64,56,2.285714286
96,48,64,64,2
96,48,64,72,1.777777778
96,48,64,84,1.523809524
96,48,64,86,1.488372093
96,48,64,96,1.333333333
96,48,64,100,1.28
96,48,72,24,6
96,48,72,28,5.142857143
96,48,72,32,4.5
96,48,72,40,3.6
96,48,72,44,3.272727273
96,48,72,48,3
96,48,72,56,2.571428571
96,48,72,64,2.25
96,48,72,72,2
96,48,72,84,1.714285714
96,48,72,86,1.674418605
96,48,72,96,1.5
96,48,72,100,1.44
96,48,84,24,7
96,48,84,28,6
96,48,84,32,5.25
96,48,84,40,4.2
96,48,84,44,3.818181818
96,48,84,48,3.5
96,48,84,56,3
96,48,84,64,2.625
96,48,84,72,2.333333333
96,48,84,84,2
96,48,84,86,1.953488372
96,48,84,96,1.75
96,48,84,100,1.68
96,48,86,24,7.166666667
96,48,86,28,6.142857143
96,48,86,32,5.375
96,48,86,40,4.3
96,48,86,44,3.909090909
96,48,86,48,3.583333333
96,48,86,56,3.071428571
96,48,86,64,2.6875
96,48,86,72,2.388888889
96,48,86,84,2.047619048
96,48,86,86,2
96,48,86,96,1.791666667
96,48,86,100,1.72
96,48,96,24,8
96,48,96,28,6.857142857
96,48,96,32,6
96,48,96,40,4.8
96,48,96,44,4.363636364
96,48,96,48,4
96,48,96,56,3.428571429
96,48,96,64,3
96,48,96,72,2.666666667
96,48,96,84,2.285714286
96,48,96,86,2.23255814
96,48,96,96,2
96,48,96,100,1.92
96,48,100,24,8.333333333
96,48,100,28,7.142857143
96,48,100,32,6.25
96,48,100,40,5
96,48,100,44,4.545454545
96,48,100,48,4.166666667
96,48,100,56,3.571428571
96,48,100,64,3.125
96,48,100,72,2.777777778
96,48,100,84,2.380952381
96,48,100,86,2.325581395
96,48,100,96,2.083333333
96,48,100,100,2
96,56,24,24,1.714285714
96,56,24,28,1.469387755
96,56,24,32,1.285714286
96,56,24,40,1.028571429
96,56,24,44,0.935064935
96,56,24,48,0.857142857
96,56,24,56,0.734693878
96,56,24,64,0.642857143
96,56,24,72,0.571428571
96,56,24,84,0.489795918
96,56,24,86,0.478405316
96,56,24,96,0.428571429
96,56,24,100,0.411428571
96,56,28,24,2
96,56,28,28,1.714285714
96,56,28,32,1.5
96,56,28,40,1.2
96,56,28,44,1.090909091
96,56,28,48,1
96,56,28,56,0.857142857
96,56,28,64,0.75
96,56,28,72,0.666666667
96,56,28,84,0.571428571
96,56,28,86,0.558139535
96,56,28,96,0.5
96,56,28,100,0.48
96,56,32,24,2.285714286
96,56,32,28,1.959183673
96,56,32,32,1.714285714
96,56,32,40,1.371428571
96,56,32,44,1.246753247
96,56,32,48,1.142857143
96,56,32,56,0.979591837
96,56,32,64,0.857142857
96,56,32,72,0.761904762
96,56,32,84,0.653061224
96,56,32,86,0.637873754
96,56,32,96,0.571428571
96,56,32,100,0.548571429
96,56,40,24,2.857142857
96,56,40,28,2.448979592
96,56,40,32,2.142857143
96,56,40,40,1.714285714
96,56,40,44,1.558441558
96,56,40,48,1.428571429
96,56,40,56,1.224489796
96,56,40,64,1.071428571
